Question;target
Premise 1: Either (O and not O) or not U. Premise 2: Either D or (not D or not D). Premise 3: O. Conclusion : D and D.;0
Premise 1: F if and only if Y. Premise 2: Not F and not F. Premise 3: If (not Y and not F) then F. Conclusion : It is not the case that F.;1
Premise 1: T. Premise 2: Either not A or A. Premise 3: It is not the case that not T. Conclusion : T and P.;0
Premise 1: If W then M. Premise 2: Either not M or (C or C). Premise 3: C. Conclusion : M.;0
Premise 1: O and T. Premise 2: Either not T or A. Premise 3: T and (T or not A). Conclusion : Not O and O.;0
Premise 1: I and (not G implies I). Premise 2: It is not the case that G. Premise 3: Y and Y. Conclusion : I.;1
Premise 1: If not A then I. Premise 2: It is not the case that I. Premise 3: Not A if and only if A. Conclusion : A.;1
Premise 1: Either not R or R. Premise 2: H and I. Premise 3: If not I then not H. Conclusion : Either I or not H.;1
Premise 1: If (not Y implies L) then L. Premise 2: L. Premise 3: If G then G. Conclusion : G.;0
Premise 1: I. Premise 2: It is not the case that G. Premise 3: If G then not I. Conclusion : I.;1
Premise 1: Either not G or not S. Premise 2: J and (J implies J). Premise 3: It is not the case that not G. Conclusion : It is not the case that S.;1
Premise 1: It is not the case that S. Premise 2: H and (not M or H). Premise 3: It is not the case that M. Conclusion : S.;0
Premise 1: It is not the case that (T implies T). Premise 2: M if and only if M. Premise 3: It is not the case that (not F and not T). Conclusion : It is not the case that M.;1
Premise 1: C if and only if (C and not V). Premise 2: Either C or V. Premise 3: If V then C. Conclusion : If V then V.;1
Premise 1: K. Premise 2: It is not the case that not not K. Premise 3: R. Conclusion : K if and only if not R.;1
Premise 1: W. Premise 2: J. Premise 3: W. Conclusion : A.;0
Premise 1: G. Premise 2: It is not the case that S. Premise 3: K. Conclusion : It is not the case that S.;1
Premise 1: Either D or not D. Premise 2: It is not the case that D. Premise 3: If not D then (X or L). Conclusion : D.;0
Premise 1: If not E then E. Premise 2: N. Premise 3: N. Conclusion : It is not the case that T.;0
Premise 1: Not C and not M. Premise 2: Either not X or X. Premise 3: It is not the case that (M or C). Conclusion : X.;0
Premise 1: If not L then L. Premise 2: If L then (L and L). Premise 3: It is not the case that S. Conclusion : S.;0
Premise 1: J if and only if A. Premise 2: It is not the case that A. Premise 3: R. Conclusion : Either not A or A.;1
Premise 1: M. Premise 2: Either not H or (not W and not M). Premise 3: M. Conclusion : Either not M or H.;0
Premise 1: L. Premise 2: Either L or (L and not S). Premise 3: L. Conclusion : It is not the case that S.;0
Premise 1: It is not the case that N. Premise 2: It is not the case that C. Premise 3: If C then not U. Conclusion : Not N and C.;0
Premise 1: If L then L. Premise 2: It is not the case that (not E or not E). Premise 3: E. Conclusion : E.;1
Premise 1: Either not L or not D. Premise 2: Either U or D. Premise 3: U. Conclusion : D.;0
Premise 1: If M then M. Premise 2: Either M or (not M implies S). Premise 3: If not D then (S and not D). Conclusion : Either not M or S.;0
Premise 1: T. Premise 2: Either T or P. Premise 3: If T then T. Conclusion : It is not the case that P.;0
Premise 1: Either (U implies not C) or L. Premise 2: Either U or (U implies U). Premise 3: It is not the case that L. Conclusion : U.;0
Premise 1: It is not the case that not Y. Premise 2: H and Y. Premise 3: If not N then not H. Conclusion : H.;1
Premise 1: It is not the case that F. Premise 2: If not R then not P. Premise 3: Either (not R implies P) or R. Conclusion : Either R or R.;1
Premise 1: It is not the case that not C. Premise 2: It is not the case that not N. Premise 3: If not N then N. Conclusion : It is not the case that R.;0
Premise 1: It is not the case that I. Premise 2: It is not the case that not I. Premise 3: S and I. Conclusion : I.;1
Premise 1: It is not the case that not M. Premise 2: Either H or V. Premise 3: Either H or H. Conclusion : If not H then H.;1
Premise 1: It is not the case that K. Premise 2: Either W or not K. Premise 3: It is not the case that (W implies W). Conclusion : It is not the case that G.;1
Premise 1: It is not the case that O. Premise 2: It is not the case that V. Premise 3: C and (not V implies not O). Conclusion : It is not the case that V.;1
Premise 1: It is not the case that P. Premise 2: V if and only if V. Premise 3: V. Conclusion : P.;0
Premise 1: D. Premise 2: Either D or not R. Premise 3: D. Conclusion : If not I then R.;0
Premise 1: F if and only if J. Premise 2: J. Premise 3: J. Conclusion : R.;0
Premise 1: It is not the case that L. Premise 2: It is not the case that L. Premise 3: L if and only if L. Conclusion : It is not the case that not L.;0
Premise 1: It is not the case that (B or B). Premise 2: It is not the case that P. Premise 3: X and (B iff not B). Conclusion : It is not the case that P.;1
Premise 1: (P or X) and E. Premise 2: (X or X) if and only if X. Premise 3: If P then P. Conclusion : X.;0
Premise 1: Either not C or (not C and N). Premise 2: It is not the case that (N implies N). Premise 3: C. Conclusion : If not C then C.;1
Premise 1: If (W and O) then C. Premise 2: W. Premise 3: C. Conclusion : Either O or not W.;0
Premise 1: R if and only if B. Premise 2: If B then B. Premise 3: N. Conclusion : R if and only if B.;1
Premise 1: Either L or L. Premise 2: Either not W or (L and G). Premise 3: Either G or not not W. Conclusion : It is not the case that W.;0
Premise 1: U. Premise 2: If U then not U. Premise 3: It is not the case that U. Conclusion : I.;1
Premise 1: If not R then not R. Premise 2: (K iff not R) and B. Premise 3: B. Conclusion : K and not K.;0
Premise 1: R. Premise 2: K and K. Premise 3: K. Conclusion : Either not D or R.;1
Premise 1: Either B or (T or N). Premise 2: It is not the case that N. Premise 3: Not not N and not N. Conclusion : T.;1
Premise 1: (I iff I) and not A. Premise 2: A. Premise 3: S. Conclusion : A and not I.;1
Premise 1: L and (not D or D). Premise 2: It is not the case that (D or D). Premise 3: Either L or V. Conclusion : It is not the case that V.;0
Premise 1: Either (P implies not W) or P. Premise 2: W. Premise 3: Either not P or not W. Conclusion : Either F or P.;0
Premise 1: Not not O and U. Premise 2: It is not the case that (O or not A). Premise 3: It is not the case that A. Conclusion : It is not the case that A.;1
Premise 1: Either L or L. Premise 2: Not L and W. Premise 3: H. Conclusion : W.;1
Premise 1: B. Premise 2: Not O and B. Premise 3: If B then B. Conclusion : B.;1
Premise 1: E and (V implies not E). Premise 2: It is not the case that V. Premise 3: Not E and V. Conclusion : Either N or E.;1
Premise 1: F. Premise 2: Either Y or Y. Premise 3: Either (not F and not F) or not O. Conclusion : It is not the case that O.;1
Premise 1: V and J. Premise 2: It is not the case that D. Premise 3: J. Conclusion : V.;1
Premise 1: Not H and not J. Premise 2: H and S. Premise 3: It is not the case that not H. Conclusion : It is not the case that H.;1
Premise 1: If (O iff E) then E. Premise 2: It is not the case that (not R or E). Premise 3: E. Conclusion : Either not O or E.;1
Premise 1: T. Premise 2: It is not the case that I. Premise 3: Either E or (T implies not T). Conclusion : Not T and not E.;0
Premise 1: N. Premise 2: It is not the case that (not F and F). Premise 3: If F then F. Conclusion : It is not the case that R.;0
Premise 1: (G implies G) if and only if N. Premise 2: Not G and T. Premise 3: It is not the case that G. Conclusion : G if and only if G.;1
Premise 1: E. Premise 2: E. Premise 3: Either Y or E. Conclusion : If not E then not Y.;1
Premise 1: If not V then not N. Premise 2: A. Premise 3: Not A and A. Conclusion : It is not the case that A.;1
Premise 1: X. Premise 2: E and (not X and X). Premise 3: I and (I or not I). Conclusion : If E then E.;1
Premise 1: It is not the case that D. Premise 2: If (D and L) then D. Premise 3: If not not L then D. Conclusion : It is not the case that L.;1
Premise 1: T and C. Premise 2: It is not the case that not not C. Premise 3: T and not C. Conclusion : Either T or not C.;1
Premise 1: W if and only if N. Premise 2: A. Premise 3: Either W or (A and W). Conclusion : N.;1
Premise 1: If (F or U) then not F. Premise 2: U. Premise 3: If F then (not U implies L). Conclusion : L.;0
Premise 1: I. Premise 2: It is not the case that not E. Premise 3: I and (I implies E). Conclusion : I.;1
Premise 1: It is not the case that U. Premise 2: I and U. Premise 3: U and not I. Conclusion : I.;1
Premise 1: It is not the case that H. Premise 2: O. Premise 3: It is not the case that (not H implies H). Conclusion : H.;0
Premise 1: Either I or not V. Premise 2: Either V or I. Premise 3: I and (I or not F). Conclusion : V.;0
Premise 1: If D then V. Premise 2: D. Premise 3: D. Conclusion : It is not the case that D.;0
Premise 1: It is not the case that H. Premise 2: It is not the case that P. Premise 3: P. Conclusion : H.;1
Premise 1: B. Premise 2: It is not the case that S. Premise 3: If S then S. Conclusion : It is not the case that not S.;0
Premise 1: It is not the case that (K and R). Premise 2: Either (D implies K) or K. Premise 3: Not R and (D and K). Conclusion : It is not the case that D.;0
Premise 1: It is not the case that S. Premise 2: If (O implies not O) then E. Premise 3: If not O then O. Conclusion : It is not the case that S.;1
Premise 1: It is not the case that J. Premise 2: It is not the case that H. Premise 3: Either J or U. Conclusion : J and H.;0
Premise 1: Either not R or (D implies R). Premise 2: Not D and R. Premise 3: If (R implies not R) then J. Conclusion : J.;0
Premise 1: Either not J or H. Premise 2: Either not H or J. Premise 3: It is not the case that (not S and J). Conclusion : It is not the case that J.;0
Premise 1: It is not the case that C. Premise 2: K if and only if K. Premise 3: Not K and not C. Conclusion : If not X then not C.;1
Premise 1: It is not the case that T. Premise 2: If P then P. Premise 3: If G then (P or P). Conclusion : Either G or not P.;0
Premise 1: It is not the case that (B implies B). Premise 2: P and (not X or B). Premise 3: If not not X then X. Conclusion : It is not the case that B.;1
Premise 1: It is not the case that B. Premise 2: It is not the case that K. Premise 3: B. Conclusion : B and not U.;1
Premise 1: J. Premise 2: V. Premise 3: (not B or not V) and J. Conclusion : Not B if and only if V.;1
Premise 1: J. Premise 2: If J then not not C. Premise 3: It is not the case that J. Conclusion : Not V and J.;1
Premise 1: G. Premise 2: It is not the case that G. Premise 3: It is not the case that not not N. Conclusion : G.;1
Premise 1: It is not the case that Y. Premise 2: It is not the case that (Y and not Y). Premise 3: Not J and J. Conclusion : B.;1
Premise 1: If T then not J. Premise 2: Either not not G or J. Premise 3: It is not the case that (T implies T). Conclusion : It is not the case that T.;1
Premise 1: It is not the case that (not L implies L). Premise 2: Either (not L or Y) or not E. Premise 3: E. Conclusion : If L then not Y.;1
Premise 1: W. Premise 2: P. Premise 3: It is not the case that not G. Conclusion : G and not W.;0
Premise 1: U. Premise 2: It is not the case that U. Premise 3: If O then U. Conclusion : If O then U.;1
Premise 1: Either R or not R. Premise 2: If G then (G or not R). Premise 3: It is not the case that N. Conclusion : It is not the case that R.;0
Premise 1: B. Premise 2: B. Premise 3: It is not the case that L. Conclusion : If S then L.;0
Premise 1: H. Premise 2: It is not the case that (H or X). Premise 3: H. Conclusion : M.;1
Premise 1: If H then (K or not K). Premise 2: Either Y or not H. Premise 3: Either K or not Y. Conclusion : It is not the case that K.;0
Premise 1: If I then (not R and not F). Premise 2: It is not the case that F. Premise 3: It is not the case that (not R implies F). Conclusion : R.;0
Premise 1: T. Premise 2: It is not the case that not K. Premise 3: Either K or not T. Conclusion : B.;0
Premise 1: B. Premise 2: Not N and not N. Premise 3: If N then V. Conclusion : It is not the case that V.;0
Premise 1: W. Premise 2: B. Premise 3: It is not the case that (W or O). Conclusion : B.;1
Premise 1: It is not the case that X. Premise 2: Either X or L. Premise 3: It is not the case that (not X and E). Conclusion : Either not L or X.;0
Premise 1: It is not the case that not D. Premise 2: O. Premise 3: Not D if and only if O. Conclusion : Either not O or not D.;1
Premise 1: Either (L and V) or not V. Premise 2: Either (V and V) or V. Premise 3: L and not L. Conclusion : V if and only if L.;1
Premise 1: Either not X or not O. Premise 2: O if and only if X. Premise 3: It is not the case that (X implies not F). Conclusion : It is not the case that F.;1
Premise 1: H. Premise 2: It is not the case that S. Premise 3: P. Conclusion : It is not the case that not S.;0
Premise 1: Either (not E and not M) or not E. Premise 2: (not X iff not E) if and only if not M. Premise 3: It is not the case that X. Conclusion : E.;0
Premise 1: If not K then not A. Premise 2: A. Premise 3: A and A. Conclusion : A.;1
Premise 1: D. Premise 2: Either (J implies D) or not J. Premise 3: S. Conclusion : If J then not J.;0
Premise 1: If S then (S or M). Premise 2: E and E. Premise 3: Not M and not E. Conclusion : If not S then E.;1
Premise 1: It is not the case that R. Premise 2: If not R then not G. Premise 3: Either (M and G) or not G. Conclusion : Either R or R.;0
